,countries,variable_type,Region,seried_id,date,records
Date.26031,Total Sub-Saharan Africa,Total,#N/A,A85375564A,4/1/2016,6810
Date.26032,Total Sub-Saharan Africa,Total,#N/A,A85375564A,5/1/2016,4540
Date.26033,Total Sub-Saharan Africa,Total,#N/A,A85375564A,6/1/2016,5630
Date.26034,Total Sub-Saharan Africa,Total,#N/A,A85375564A,7/1/2016,5510
Date.26035,Total Sub-Saharan Africa,Total,#N/A,A85375564A,8/1/2016,5000
Date.26036,Total Sub-Saharan Africa,Total,#N/A,A85375564A,9/1/2016,6450
Date.26037,Total Sub-Saharan Africa,Total,#N/A,A85375564A,10/1/2016,6450
Date.26038,Total Sub-Saharan Africa,Total,#N/A,A85375564A,11/1/2016,7080
Date.26039,Total Sub-Saharan Africa,Total,#N/A,A85375564A,12/1/2016,15670
Date.26040,Total Sub-Saharan Africa,Total,#N/A,A85375564A,1/1/2017,5670
Date.26041,Total Sub-Saharan Africa,Total,#N/A,A85375564A,2/1/2017,6310
Date.26042,Total Sub-Saharan Africa,Total,#N/A,A85375564A,3/1/2017,7080
Date.26043,Total Sub-Saharan Africa,Total,#N/A,A85375564A,4/1/2017,8180
Date.26044,Total Sub-Saharan Africa,Total,#N/A,A85375564A,5/1/2017,4920
Date.26045,Total Sub-Saharan Africa,Total,#N/A,A85375564A,6/1/2017,5360
Date.26046,Total Sub-Saharan Africa,Total,#N/A,A85375564A,7/1/2017,6570
Date.26047,Total Sub-Saharan Africa,Total,#N/A,A85375564A,8/1/2017,5370
Date.26048,Total Sub-Saharan Africa,Total,#N/A,A85375564A,9/1/2017,7390
Date.26049,Total Sub-Saharan Africa,Total,#N/A,A85375564A,10/1/2017,6640
Date.26050,Total Sub-Saharan Africa,Total,#N/A,A85375564A,11/1/2017,7380
Date.26051,Total Sub-Saharan Africa,Total,#N/A,A85375564A,12/1/2017,16240
Date.26052,Total Sub-Saharan Africa,Total,#N/A,A85375564A,1/1/2018,5740
Date.26053,Total Sub-Saharan Africa,Total,#N/A,A85375564A,2/1/2018,6180
Date.26054,Total Sub-Saharan Africa,Total,#N/A,A85375564A,3/1/2018,9210
Date.26055,Total Sub-Saharan Africa,Total,#N/A,A85375564A,4/1/2018,7530
Date.26056,Total Sub-Saharan Africa,Total,#N/A,A85375564A,5/1/2018,5390
Date.26057,Total Sub-Saharan Africa,Total,#N/A,A85375564A,6/1/2018,6470
Date.26058,Total Sub-Saharan Africa,Total,#N/A,A85375564A,7/1/2018,6400
Date.26059,Total Sub-Saharan Africa,Total,#N/A,A85375564A,8/1/2018,6200
Date.26060,Total Sub-Saharan Africa,Total,#N/A,A85375564A,9/1/2018,7990
Date.26061,Total Sub-Saharan Africa,Total,#N/A,A85375564A,10/1/2018,6590
Date.26062,Total Sub-Saharan Africa,Total,#N/A,A85375564A,11/1/2018,8510
Date.26063,Total Sub-Saharan Africa,Total,#N/A,A85375564A,12/1/2018,16810
Date.26064,Total Sub-Saharan Africa,Total,#N/A,A85375564A,1/1/2019,6310
Date.26065,Total Sub-Saharan Africa,Total,#N/A,A85375564A,2/1/2019,6550
Date.26066,Total Sub-Saharan Africa,Total,#N/A,A85375564A,3/1/2019,8250
Date.26067,Total Sub-Saharan Africa,Total,#N/A,A85375564A,4/1/2019,7820
Date.26068,Total Sub-Saharan Africa,Total,#N/A,A85375564A,5/1/2019,5330
Date.26069,Total Sub-Saharan Africa,Total,#N/A,A85375564A,6/1/2019,6450
Date.26070,Total Sub-Saharan Africa,Total,#N/A,A85375564A,7/1/2019,5780
Date.26071,Total Sub-Saharan Africa,Total,#N/A,A85375564A,8/1/2019,6170
Date.26072,Total Sub-Saharan Africa,Total,#N/A,A85375564A,9/1/2019,7790
Date.26073,Total Sub-Saharan Africa,Total,#N/A,A85375564A,10/1/2019,6680
Date.26074,Total Sub-Saharan Africa,Total,#N/A,A85375564A,11/1/2019,8360
Date.26075,Total Sub-Saharan Africa,Total,#N/A,A85375564A,12/1/2019,17670
Date.26076,Total Sub-Saharan Africa,Total,#N/A,A85375564A,1/1/2020,6310
Date.26077,Total Sub-Saharan Africa,Total,#N/A,A85375564A,2/1/2020,6450
Date.26078,Total Sub-Saharan Africa,Total,#N/A,A85375564A,3/1/2020,4160
Date.26079,Total Sub-Saharan Africa,Total,#N/A,A85375564A,4/1/2020,70
Date.26080,Total Sub-Saharan Africa,Total,#N/A,A85375564A,5/1/2020,80
Date.26081,Total Sub-Saharan Africa,Total,#N/A,A85375564A,6/1/2020,220
Date.26082,Total Sub-Saharan Africa,Total,#N/A,A85375564A,7/1/2020,30
Date.26083,Total Sub-Saharan Africa,Total,#N/A,A85375564A,8/1/2020,60
Date.26084,Total Sub-Saharan Africa,Total,#N/A,A85375564A,9/1/2020,40
Date.26085,Total Sub-Saharan Africa,Total,#N/A,A85375564A,10/1/2020,110
Date.26086,Total Sub-Saharan Africa,Total,#N/A,A85375564A,11/1/2020,130
Date.26087,Total Sub-Saharan Africa,Total,#N/A,A85375564A,12/1/2020,120
Date.26088,Total Sub-Saharan Africa,Total,#N/A,A85375564A,1/1/2021,80
Date.26089,Total Sub-Saharan Africa,Total,#N/A,A85375564A,2/1/2021,60
Date.26090,Total Sub-Saharan Africa,Total,#N/A,A85375564A,3/1/2021,100
Date.26091,Total Sub-Saharan Africa,Total,#N/A,A85375564A,4/1/2021,120
Date.26092,Total Sub-Saharan Africa,Total,#N/A,A85375564A,5/1/2021,110
Date.26093,Total Sub-Saharan Africa,Total,#N/A,A85375564A,6/1/2021,120
Date.26094,Total Sub-Saharan Africa,Total,#N/A,A85375564A,7/1/2021,60
Date.26095,Total Sub-Saharan Africa,Total,#N/A,A85375564A,8/1/2021,130
Date.26096,Total Sub-Saharan Africa,Total,#N/A,A85375564A,9/1/2021,40
Date.26097,Total Sub-Saharan Africa,Total,#N/A,A85375564A,10/1/2021,50
Date.26098,Total Sub-Saharan Africa,Total,#N/A,A85375564A,11/1/2021,300
Date.26099,Total Sub-Saharan Africa,Total,#N/A,A85375564A,12/1/2021,550
Date.26100,Total Sub-Saharan Africa,Total,#N/A,A85375564A,1/1/2022,1260
Date.26101,Total Sub-Saharan Africa,Total,#N/A,A85375564A,2/1/2022,1680
Date.26102,Total Sub-Saharan Africa,Total,#N/A,A85375564A,3/1/2022,2900
Date.26103,Total Sub-Saharan Africa,Total,#N/A,A85375564A,4/1/2022,3640
Date.26104,Total Sub-Saharan Africa,Total,#N/A,A85375564A,5/1/2022,3500
Date.26105,Total Sub-Saharan Africa,Total,#N/A,A85375564A,6/1/2022,4000
Date.26106,Total Sub-Saharan Africa,Total,#N/A,A85375564A,7/1/2022,3010
Date.26107,Total Sub-Saharan Africa,Total,#N/A,A85375564A,8/1/2022,4340
Date.26108,Total Sub-Saharan Africa,Total,#N/A,A85375564A,9/1/2022,4780
Date.26109,Total Sub-Saharan Africa,Total,#N/A,A85375564A,10/1/2022,4380
Date.26110,Total Sub-Saharan Africa,Total,#N/A,A85375564A,11/1/2022,8740
Date.26111,Total Sub-Saharan Africa,Total,#N/A,A85375564A,12/1/2022,11550
Date.26112,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/1991,177410
Date.26113,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/1991,190570
Date.26114,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/1991,189180
Date.26115,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/1991,168000
Date.26116,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/1991,161400
Date.26117,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/1991,172230
Date.26118,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/1991,208310
Date.26119,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/1991,199310
Date.26120,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/1991,197360
Date.26121,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/1991,215970
Date.26122,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/1991,223860
Date.26123,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/1991,266750
Date.26124,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/1992,196090
Date.26125,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/1992,238250
Date.26126,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/1992,217800
Date.26127,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/1992,203830
Date.26128,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/1992,175220
Date.26129,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/1992,176940
Date.26130,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/1992,219260
Date.26131,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/1992,199080
Date.26132,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/1992,190020
Date.26133,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/1992,229320
Date.26134,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/1992,255040
Date.26135,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/1992,302400
Date.26136,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/1993,242760
Date.26137,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/1993,245460
Date.26138,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/1993,257950
Date.26139,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/1993,226320
Date.26140,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/1993,213410
Date.26141,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/1993,204580
Date.26142,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/1993,244620
Date.26143,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/1993,239930
Date.26144,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/1993,224030
Date.26145,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/1993,267220
Date.26146,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/1993,285910
Date.26147,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/1993,344040
Date.26148,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/1994,250530
Date.26149,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/1994,304280
Date.26150,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/1994,307400
Date.26151,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/1994,255130
Date.26152,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/1994,214940
Date.26153,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/1994,230940
Date.26154,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/1994,282510
Date.26155,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/1994,265430
Date.26156,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/1994,253970
Date.26157,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/1994,301590
Date.26158,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/1994,311000
Date.26159,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/1994,384010
Date.26160,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/1995,303760
Date.26161,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/1995,319050
Date.26162,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/1995,313540
Date.26163,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/1995,294160
Date.26164,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/1995,244810
Date.26165,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/1995,261440
Date.26166,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/1995,329740
Date.26167,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/1995,304900
Date.26168,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/1995,268570
Date.26169,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/1995,320660
Date.26170,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/1995,342930
Date.26171,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/1995,422260
Date.26172,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/1996,317210
Date.26173,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/1996,392690
Date.26174,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/1996,365550
Date.26175,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/1996,333200
Date.26176,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/1996,261510
Date.26177,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/1996,306930
Date.26178,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/1996,358230
Date.26179,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/1996,329240
Date.26180,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/1996,309160
Date.26181,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/1996,350360
Date.26182,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/1996,375570
Date.26183,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/1996,465180
Date.26184,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/1997,342890
Date.26185,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/1997,407960
Date.26186,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/1997,390900
Date.26187,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/1997,325900
Date.26188,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/1997,289100
Date.26189,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/1997,308180
Date.26190,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/1997,397360
Date.26191,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/1997,330430
Date.26192,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/1997,330940
Date.26193,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/1997,366480
Date.26194,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/1997,379460
Date.26195,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/1997,448280
Date.26196,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/1998,346230
Date.26197,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/1998,353610
Date.26198,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/1998,338560
Date.26199,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/1998,341080
Date.26200,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/1998,283400
Date.26201,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/1998,304190
Date.26202,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/1998,372300
Date.26203,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/1998,323680
Date.26204,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/1998,323860
Date.26205,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/1998,354750
Date.26206,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/1998,367910
Date.26207,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/1998,457640
Date.26208,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/1999,350980
Date.26209,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/1999,398570
Date.26210,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/1999,389020
Date.26211,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/1999,334130
Date.26212,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/1999,298130
Date.26213,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/1999,317060
Date.26214,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/1999,388460
Date.26215,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/1999,355610
Date.26216,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/1999,353130
Date.26217,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/1999,396980
Date.26218,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/1999,416670
Date.26219,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/1999,460780
Date.26220,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/2000,360800
Date.26221,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/2000,434590
Date.26222,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/2000,411860
Date.26223,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/2000,405620
Date.26224,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/2000,319350
Date.26225,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/2000,347940
Date.26226,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/2000,429030
Date.26227,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/2000,372850
Date.26228,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/2000,402970
Date.26229,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/2000,426510
Date.26230,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/2000,459910
Date.26231,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/2000,559930
Date.26232,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/2001,416600
Date.26233,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/2001,429200
Date.26234,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/2001,428750
Date.26235,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/2001,405380
Date.26236,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/2001,330180
Date.26237,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/2001,370020
Date.26238,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/2001,446880
Date.26239,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/2001,384590
Date.26240,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/2001,366290
Date.26241,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/2001,378470
Date.26242,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/2001,376190
Date.26243,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/2001,523190
Date.26244,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/2002,379290
Date.26245,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/2002,437240
Date.26246,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/2002,446500
Date.26247,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/2002,360310
Date.26248,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/2002,329950
Date.26249,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/2002,339390
Date.26250,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/2002,418160
Date.26251,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/2002,371940
Date.26252,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/2002,358570
Date.26253,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/2002,428860
Date.26254,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/2002,437020
Date.26255,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/2002,533970
Date.26256,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/2003,396650
Date.26257,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/2003,427480
Date.26258,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/2003,392470
Date.26259,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/2003,321510
Date.26260,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/2003,260900
Date.26261,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/2003,308270
Date.26262,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/2003,415510
Date.26263,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/2003,362250
Date.26264,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/2003,385600
Date.26265,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/2003,435330
Date.26266,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/2003,473280
Date.26267,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/2003,566600
Date.26268,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/2004,420170
Date.26269,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/2004,454820
Date.26270,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/2004,432280
Date.26271,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/2004,402790
Date.26272,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/2004,341260
Date.26273,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/2004,367280
Date.26274,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/2004,467550
Date.26275,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/2004,403060
Date.26276,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/2004,393510
Date.26277,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/2004,447380
Date.26278,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/2004,478020
Date.26279,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/2004,591390
Date.26280,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/2005,456920
Date.26281,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/2005,498780
Date.26282,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/2005,502090
Date.26283,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/2005,406580
Date.26284,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/2005,351290
Date.26285,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/2005,377010
Date.26286,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/2005,497040
Date.26287,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/2005,429260
Date.26288,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/2005,412070
Date.26289,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/2005,461870
Date.26290,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/2005,470670
Date.26291,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/2005,599250
Date.26292,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/2006,461400
Date.26293,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/2006,485000
Date.26294,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/2006,473440
Date.26295,Total (Country of stay/residence),Total,#N/A,A85375847A,4/1/2006,435040
Date.26296,Total (Country of stay/residence),Total,#N/A,A85375847A,5/1/2006,342940
Date.26297,Total (Country of stay/residence),Total,#N/A,A85375847A,6/1/2006,379660
Date.26298,Total (Country of stay/residence),Total,#N/A,A85375847A,7/1/2006,478190
Date.26299,Total (Country of stay/residence),Total,#N/A,A85375847A,8/1/2006,410200
Date.26300,Total (Country of stay/residence),Total,#N/A,A85375847A,9/1/2006,423460
Date.26301,Total (Country of stay/residence),Total,#N/A,A85375847A,10/1/2006,472930
Date.26302,Total (Country of stay/residence),Total,#N/A,A85375847A,11/1/2006,489990
Date.26303,Total (Country of stay/residence),Total,#N/A,A85375847A,12/1/2006,640870
Date.26304,Total (Country of stay/residence),Total,#N/A,A85375847A,1/1/2007,451030
Date.26305,Total (Country of stay/residence),Total,#N/A,A85375847A,2/1/2007,510170
Date.26306,Total (Country of stay/residence),Total,#N/A,A85375847A,3/1/2007,520020
